('n hdbs', 8499)
('adress', 'ADMIRALTY DR 353A', 'lease_commence_date', '2002', 'ntransactions', 43)
('adress', 'CLEMENTI AVE 5 380', 'lease_commence_date', '1980', 'ntransactions', 12)
('adress', 'CLEMENTI AVE 5 381', 'lease_commence_date', '1981', 'ntransactions', 49)
('adress', 'CLEMENTI AVE 6 201', 'lease_commence_date', '1985', 'ntransactions', 43)
('adress', 'CLEMENTI AVE 6 202', 'lease_commence_date', '1985', 'ntransactions', 45)
('adress', 'CLEMENTI AVE 6 203', 'lease_commence_date', '1984', 'ntransactions', 6)
('adress', 'CLEMENTI AVE 6 204', 'lease_commence_date', '1984', 'ntransactions', 47)
('adress', 'CLEMENTI AVE 6 205', 'lease_commence_date', '1984', 'ntransactions', 32)
('adress', 'CLEMENTI AVE 6 206', 'lease_commence_date', '1985', 'ntransactions', 45)
('adress', 'CLEMENTI ST 11 109', 'lease_commence_date', '1984', 'ntransactions', 25)
('adress', 'CLEMENTI ST 12 105', 'lease_commence_date', '1984', 'ntransactions', 30)
('adress', 'CLEMENTI ST 13 110', 'lease_commence_date', '1984', 'ntransactions', 11)
('adress', 'CLEMENTI ST 13 111', 'lease_commence_date', '1985', 'ntransactions', 35)
('adress', 'CLEMENTI ST 13 112', 'lease_commence_date', '1984', 'ntransactions', 10)
('adress', 'CLEMENTI ST 13 113', 'lease_commence_date', '1984', 'ntransactions', 40)
('adress', 'CLEMENTI ST 13 114', 'lease_commence_date', '1984', 'ntransactions', 41)
('adress', 'CLEMENTI ST 13 115', 'lease_commence_date', '1985', 'ntransactions', 47)
('adress', 'CLEMENTI ST 13 116', 'lease_commence_date', '1984', 'ntransactions', 58)
('adress', 'CLEMENTI ST 13 117', 'lease_commence_date', '1984', 'ntransactions', 59)
('adress', 'CLEMENTI ST 13 118', 'lease_commence_date', '1984', 'ntransactions', 75)
('adress', 'CLEMENTI ST 14 101', 'lease_commence_date', '1984', 'ntransactions', 39)
('adress', 'CLEMENTI ST 14 102', 'lease_commence_date', '1984', 'ntransactions', 9)
('adress', 'CLEMENTI ST 14 103', 'lease_commence_date', '1984', 'ntransactions', 50)
('adress', 'CLEMENTI ST 14 104', 'lease_commence_date', '1984', 'ntransactions', 8)
('adress', 'CLEMENTI WEST ST 1 601', 'lease_commence_date', '1979', 'ntransactions', 59)
('adress', 'CLEMENTI WEST ST 1 602', 'lease_commence_date', '1979', 'ntransactions', 144)
('adress', 'CLEMENTI WEST ST 1 603', 'lease_commence_date', '1979', 'ntransactions', 23)
('adress', 'CLEMENTI WEST ST 1 604', 'lease_commence_date', '1979', 'ntransactions', 38)
('adress', 'CLEMENTI WEST ST 1 605', 'lease_commence_date', '1979', 'ntransactions', 54)
('adress', 'CLEMENTI WEST ST 1 606', 'lease_commence_date', '1979', 'ntransactions', 28)
('adress', 'CLEMENTI WEST ST 1 607', 'lease_commence_date', '1979', 'ntransactions', 82)
('adress', 'CLEMENTI WEST ST 1 608', 'lease_commence_date', '1979', 'ntransactions', 126)
('adress', 'CLEMENTI WEST ST 1 609', 'lease_commence_date', '1979', 'ntransactions', 38)
('adress', 'CLEMENTI WEST ST 1 610', 'lease_commence_date', '1983', 'ntransactions', 94)
('adress', 'CLEMENTI WEST ST 1 611', 'lease_commence_date', '1983', 'ntransactions', 105)
('adress', 'CLEMENTI WEST ST 1 612', 'lease_commence_date', '1983', 'ntransactions', 104)
('adress', 'CLEMENTI WEST ST 1 613', 'lease_commence_date', '1984', 'ntransactions', 32)
('adress', 'CLEMENTI WEST ST 2 705', 'lease_commence_date', '1980', 'ntransactions', 60)
('adress', 'CLEMENTI WEST ST 2 706', 'lease_commence_date', '1980', 'ntransactions', 133)
('adress', 'CLEMENTI WEST ST 2 707', 'lease_commence_date', '1980', 'ntransactions', 77)
('adress', 'CLEMENTI WEST ST 2 708', 'lease_commence_date', '1980', 'ntransactions', 48)
('adress', 'CLEMENTI WEST ST 2 709', 'lease_commence_date', '1980', 'ntransactions', 61)
('adress', 'CLEMENTI WEST ST 2 710', 'lease_commence_date', '1984', 'ntransactions', 87)
('adress', 'CLEMENTI WEST ST 2 711', 'lease_commence_date', '1980', 'ntransactions', 112)
('adress', 'CLEMENTI WEST ST 2 712', 'lease_commence_date', '1980', 'ntransactions', 64)
('adress', 'CLEMENTI WEST ST 2 713', 'lease_commence_date', '1985', 'ntransactions', 52)
('adress', 'CLEMENTI WEST ST 2 714', 'lease_commence_date', '1980', 'ntransactions', 126)
('adress', 'CLEMENTI WEST ST 2 715', 'lease_commence_date', '1981', 'ntransactions', 136)
('adress', 'CLEMENTI WEST ST 2 716', 'lease_commence_date', '1981', 'ntransactions', 128)
('adress', 'CLEMENTI WEST ST 2 717', 'lease_commence_date', '1981', 'ntransactions', 49)
('adress', 'CLEMENTI WEST ST 2 721', 'lease_commence_date', '1985', 'ntransactions', 1)
('adress', 'CLEMENTI WEST ST 2 722', 'lease_commence_date', '1985', 'ntransactions', 1)
('adress', 'CLEMENTI WEST ST 2 723', 'lease_commence_date', '1981', 'ntransactions', 39)
('adress', 'CLEMENTI WEST ST 2 724', 'lease_commence_date', '1981', 'ntransactions', 35)
('adress', 'CLEMENTI WEST ST 2 727', 'lease_commence_date', '1985', 'ntransactions', 1)
('adress', 'CLEMENTI WEST ST 2 728', 'lease_commence_date', '1980', 'ntransactions', 128)
('adress', 'CLEMENTI WEST ST 2 729', 'lease_commence_date', '1983', 'ntransactions', 107)
('adress', 'CLEMENTI WEST ST 2 730', 'lease_commence_date', '1980', 'ntransactions', 58)
('adress', 'CLEMENTI WEST ST 2 731', 'lease_commence_date', '1980', 'ntransactions', 70)
('adress', 'COMPASSVALE BOW 264A', 'lease_commence_date', '2007', 'ntransactions', 10)
('adress', 'COMPASSVALE BOW 264B', 'lease_commence_date', '2007', 'ntransactions', 5)
('adress', 'COMPASSVALE BOW 264C', 'lease_commence_date', '2008', 'ntransactions', 10)
('adress', 'COMPASSVALE BOW 264D', 'lease_commence_date', '2008', 'ntransactions', 19)
('adress', 'COMPASSVALE BOW 264E', 'lease_commence_date', '2008', 'ntransactions', 11)
('adress', 'COMPASSVALE BOW 264F', 'lease_commence_date', '2008', 'ntransactions', 12)
('adress', 'COMPASSVALE BOW 265D', 'lease_commence_date', '2007', 'ntransactions', 5)
('adress', 'COMPASSVALE BOW 265E', 'lease_commence_date', '2007', 'ntransactions', 13)
('adress', 'COMPASSVALE BOW 266A', 'lease_commence_date', '2007', 'ntransactions', 11)
('adress', 'COMPASSVALE BOW 266B', 'lease_commence_date', '2007', 'ntransactions', 8)
('adress', 'COMPASSVALE BOW 266C', 'lease_commence_date', '2007', 'ntransactions', 16)
('adress', 'COMPASSVALE CRES 290A', 'lease_commence_date', '2002', 'ntransactions', 42)
('adress', 'COMPASSVALE CRES 290B', 'lease_commence_date', '2001', 'ntransactions', 41)
('adress', 'COMPASSVALE CRES 290C', 'lease_commence_date', '2001', 'ntransactions', 24)
('adress', 'COMPASSVALE CRES 295A', 'lease_commence_date', '2002', 'ntransactions', 67)
('adress', 'COMPASSVALE CRES 295B', 'lease_commence_date', '2002', 'ntransactions', 49)
('adress', 'COMPASSVALE CRES 295C', 'lease_commence_date', '2002', 'ntransactions', 43)
('adress', 'COMPASSVALE CRES 296A', 'lease_commence_date', '2002', 'ntransactions', 25)
('adress', 'COMPASSVALE CRES 296B', 'lease_commence_date', '2002', 'ntransactions', 53)
('adress', 'COMPASSVALE CRES 296C', 'lease_commence_date', '2002', 'ntransactions', 33)
('adress', 'COMPASSVALE DR 201A', 'lease_commence_date', '2001', 'ntransactions', 35)
('adress', 'COMPASSVALE DR 201B', 'lease_commence_date', '2001', 'ntransactions', 45)
('adress', 'COMPASSVALE DR 201C', 'lease_commence_date', '2001', 'ntransactions', 33)
('adress', 'COMPASSVALE DR 201D', 'lease_commence_date', '2001', 'ntransactions', 28)
('adress', 'COMPASSVALE DR 202', 'lease_commence_date', '2001', 'ntransactions', 45)
('adress', 'COMPASSVALE DR 202A', 'lease_commence_date', '2001', 'ntransactions', 13)
('adress', 'COMPASSVALE DR 204A', 'lease_commence_date', '2000', 'ntransactions', 59)
('adress', 'COMPASSVALE DR 204B', 'lease_commence_date', '2001', 'ntransactions', 33)
('adress', 'COMPASSVALE DR 204C', 'lease_commence_date', '2001', 'ntransactions', 27)
('adress', 'COMPASSVALE DR 204D', 'lease_commence_date', '2001', 'ntransactions', 17)
('adress', 'COMPASSVALE DR 227A', 'lease_commence_date', '1999', 'ntransactions', 27)
('adress', 'COMPASSVALE DR 227B', 'lease_commence_date', '2000', 'ntransactions', 29)
('adress', 'COMPASSVALE DR 227C', 'lease_commence_date', '2000', 'ntransactions', 43)
('adress', 'COMPASSVALE DR 227D', 'lease_commence_date', '2000', 'ntransactions', 24)
('adress', 'COMPASSVALE LANE 205A', 'lease_commence_date', '1999', 'ntransactions', 28)
('adress', 'COMPASSVALE LANE 205B', 'lease_commence_date', '1999', 'ntransactions', 20)
('adress', 'COMPASSVALE LANE 205C', 'lease_commence_date', '1999', 'ntransactions', 36)
('adress', 'COMPASSVALE LANE 206A', 'lease_commence_date', '1999', 'ntransactions', 55)
('adress', 'COMPASSVALE LANE 206B', 'lease_commence_date', '1999', 'ntransactions', 41)
('adress', 'COMPASSVALE LANE 206C', 'lease_commence_date', '1999', 'ntransactions', 52)
('adress', 'COMPASSVALE LANE 206D', 'lease_commence_date', '1999', 'ntransactions', 40)
('adress', 'COMPASSVALE LANE 207A', 'lease_commence_date', '2005', 'ntransactions', 23)
('adress', 'COMPASSVALE LANE 207B', 'lease_commence_date', '2005', 'ntransactions', 16)
('adress', 'COMPASSVALE LANE 207C', 'lease_commence_date', '2005', 'ntransactions', 19)
('adress', 'COMPASSVALE LANE 207D', 'lease_commence_date', '2005', 'ntransactions', 35)
('adress', 'COMPASSVALE LANE 208A', 'lease_commence_date', '2011', 'ntransactions', 3)
('adress', 'COMPASSVALE LANE 208B', 'lease_commence_date', '2011', 'ntransactions', 7)
('adress', 'COMPASSVALE LANE 209A', 'lease_commence_date', '2011', 'ntransactions', 8)
('adress', 'COMPASSVALE LANE 209C', 'lease_commence_date', '2011', 'ntransactions', 8)
('adress', 'COMPASSVALE LINK 265A', 'lease_commence_date', '2008', 'ntransactions', 13)
('adress', 'COMPASSVALE LINK 265B', 'lease_commence_date', '2008', 'ntransactions', 7)
('adress', 'COMPASSVALE LINK 265C', 'lease_commence_date', '2008', 'ntransactions', 13)
('adress', 'COMPASSVALE LINK 267A', 'lease_commence_date', '2006', 'ntransactions', 30)
('adress', 'COMPASSVALE LINK 267B', 'lease_commence_date', '2006', 'ntransactions', 19)
('adress', 'COMPASSVALE LINK 268A', 'lease_commence_date', '2006', 'ntransactions', 29)
('adress', 'COMPASSVALE LINK 268B', 'lease_commence_date', '2006', 'ntransactions', 27)
('adress', 'COMPASSVALE LINK 268C', 'lease_commence_date', '2006', 'ntransactions', 27)
('adress', 'COMPASSVALE LINK 268D', 'lease_commence_date', '2006', 'ntransactions', 27)
('adress', 'COMPASSVALE LINK 269A', 'lease_commence_date', '2006', 'ntransactions', 22)
('adress', 'COMPASSVALE LINK 269B', 'lease_commence_date', '2006', 'ntransactions', 23)
('adress', 'COMPASSVALE LINK 269C', 'lease_commence_date', '2006', 'ntransactions', 20)
('adress', 'COMPASSVALE LINK 269D', 'lease_commence_date', '2006', 'ntransactions', 25)
('adress', 'COMPASSVALE LINK 273A', 'lease_commence_date', '2009', 'ntransactions', 10)
('adress', 'COMPASSVALE LINK 273B', 'lease_commence_date', '2009', 'ntransactions', 10)
('adress', 'COMPASSVALE LINK 273C', 'lease_commence_date', '2009', 'ntransactions', 27)
('adress', 'COMPASSVALE LINK 273D', 'lease_commence_date', '2009', 'ntransactions', 26)
('adress', 'COMPASSVALE LINK 275A', 'lease_commence_date', '2009', 'ntransactions', 16)
('adress', 'COMPASSVALE LINK 275B', 'lease_commence_date', '2009', 'ntransactions', 16)
('adress', 'COMPASSVALE LINK 275C', 'lease_commence_date', '2009', 'ntransactions', 20)
('adress', 'COMPASSVALE LINK 275D', 'lease_commence_date', '2009', 'ntransactions', 7)
('adress', 'COMPASSVALE LINK 277A', 'lease_commence_date', '2009', 'ntransactions', 16)
('adress', 'COMPASSVALE LINK 277B', 'lease_commence_date', '2009', 'ntransactions', 19)
('adress', 'COMPASSVALE LINK 277C', 'lease_commence_date', '2009', 'ntransactions', 17)
('adress', 'COMPASSVALE LINK 277D', 'lease_commence_date', '2009', 'ntransactions', 11)
('adress', 'COMPASSVALE RD 203A', 'lease_commence_date', '2000', 'ntransactions', 61)
('adress', 'COMPASSVALE RD 203B', 'lease_commence_date', '2001', 'ntransactions', 30)
('adress', 'COMPASSVALE RD 203C', 'lease_commence_date', '2001', 'ntransactions', 29)
('adress', 'COMPASSVALE RD 203D', 'lease_commence_date', '2001', 'ntransactions', 14)
('adress', 'COMPASSVALE RD 203E', 'lease_commence_date', '2000', 'ntransactions', 56)
('adress', 'COMPASSVALE RD 244', 'lease_commence_date', '2000', 'ntransactions', 25)
('adress', 'COMPASSVALE RD 245', 'lease_commence_date', '2000', 'ntransactions', 29)
('adress', 'COMPASSVALE RD 246', 'lease_commence_date', '2000', 'ntransactions', 31)
('adress', 'COMPASSVALE RD 247', 'lease_commence_date', '2000', 'ntransactions', 57)
('adress', 'COMPASSVALE RD 248', 'lease_commence_date', '2000', 'ntransactions', 51)
('adress', 'COMPASSVALE RD 249', 'lease_commence_date', '2000', 'ntransactions', 55)
('adress', 'COMPASSVALE RD 254', 'lease_commence_date', '2000', 'ntransactions', 22)
('adress', 'COMPASSVALE RD 255', 'lease_commence_date', '2000', 'ntransactions', 33)
('adress', 'COMPASSVALE RD 256', 'lease_commence_date', '2000', 'ntransactions', 22)
('adress', 'COMPASSVALE RD 257A', 'lease_commence_date', '2000', 'ntransactions', 44)
('adress', 'COMPASSVALE RD 257B', 'lease_commence_date', '2001', 'ntransactions', 37)
('adress', 'COMPASSVALE RD 257C', 'lease_commence_date', '2001', 'ntransactions', 53)
('adress', 'COMPASSVALE RD 258A', 'lease_commence_date', '2001', 'ntransactions', 34)
('adress', 'COMPASSVALE RD 258B', 'lease_commence_date', '2001', 'ntransactions', 28)
('adress', 'COMPASSVALE RD 258C', 'lease_commence_date', '2001', 'ntransactions', 27)
('adress', 'COMPASSVALE RD 258D', 'lease_commence_date', '2001', 'ntransactions', 33)
('adress', 'COMPASSVALE RD 259A', 'lease_commence_date', '2001', 'ntransactions', 43)
('adress', 'COMPASSVALE RD 259B', 'lease_commence_date', '2001', 'ntransactions', 41)
('adress', 'COMPASSVALE RD 259C', 'lease_commence_date', '2000', 'ntransactions', 46)
('adress', 'COMPASSVALE ST 250A', 'lease_commence_date', '2000', 'ntransactions', 21)
('adress', 'COMPASSVALE ST 250B', 'lease_commence_date', '2000', 'ntransactions', 25)
('adress', 'COMPASSVALE ST 250C', 'lease_commence_date', '2000', 'ntransactions', 32)
('adress', 'COMPASSVALE ST 250D', 'lease_commence_date', '2000', 'ntransactions', 28)
('adress', 'COMPASSVALE ST 251', 'lease_commence_date', '2000', 'ntransactions', 28)
('adress', 'COMPASSVALE ST 252', 'lease_commence_date', '2000', 'ntransactions', 44)
('adress', 'COMPASSVALE ST 253', 'lease_commence_date', '2000', 'ntransactions', 26)
('adress', 'COMPASSVALE ST 262A', 'lease_commence_date', '2001', 'ntransactions', 40)
('adress', 'COMPASSVALE ST 262B', 'lease_commence_date', '2001', 'ntransactions', 20)
('adress', 'COMPASSVALE ST 262C', 'lease_commence_date', '2001', 'ntransactions', 17)
('adress', 'COMPASSVALE ST 262D', 'lease_commence_date', '2001', 'ntransactions', 31)
('adress', 'COMPASSVALE ST 291A', 'lease_commence_date', '2001', 'ntransactions', 22)
('adress', 'COMPASSVALE ST 291B', 'lease_commence_date', '2002', 'ntransactions', 38)
('adress', 'COMPASSVALE ST 291C', 'lease_commence_date', '2001', 'ntransactions', 28)
('adress', 'COMPASSVALE ST 291D', 'lease_commence_date', '2001', 'ntransactions', 46)
('adress', 'COMPASSVALE ST 292A', 'lease_commence_date', '2002', 'ntransactions', 29)
('adress', 'COMPASSVALE ST 292B', 'lease_commence_date', '2002', 'ntransactions', 59)
('adress', 'COMPASSVALE ST 297A', 'lease_commence_date', '2001', 'ntransactions', 62)
('adress', 'COMPASSVALE ST 297B', 'lease_commence_date', '2001', 'ntransactions', 62)
('adress', 'COMPASSVALE ST 298A', 'lease_commence_date', '2001', 'ntransactions', 72)
('adress', 'COMPASSVALE ST 298B', 'lease_commence_date', '2001', 'ntransactions', 80)
('adress', 'COMPASSVALE ST 298C', 'lease_commence_date', '2001', 'ntransactions', 55)
('adress', 'COMPASSVALE ST 298D', 'lease_commence_date', '2001', 'ntransactions', 59)
('adress', 'COMPASSVALE ST 299A', 'lease_commence_date', '2001', 'ntransactions', 60)
('adress', 'COMPASSVALE ST 299B', 'lease_commence_date', '2001', 'ntransactions', 67)
('adress', 'COMPASSVALE ST 299C', 'lease_commence_date', '2001', 'ntransactions', 29)
('adress', 'COMPASSVALE WALK 223A', 'lease_commence_date', '1999', 'ntransactions', 37)
('adress', 'COMPASSVALE WALK 223B', 'lease_commence_date', '1999', 'ntransactions', 16)
('adress', 'COMPASSVALE WALK 223C', 'lease_commence_date', '1999', 'ntransactions', 29)
('adress', 'COMPASSVALE WALK 223D', 'lease_commence_date', '1999', 'ntransactions', 52)
('adress', 'COMPASSVALE WALK 224A', 'lease_commence_date', '1999', 'ntransactions', 39)
('adress', 'COMPASSVALE WALK 224B', 'lease_commence_date', '1999', 'ntransactions', 29)
('adress', 'COMPASSVALE WALK 224C', 'lease_commence_date', '1999', 'ntransactions', 32)
('adress', 'COMPASSVALE WALK 224D', 'lease_commence_date', '1999', 'ntransactions', 32)
('adress', 'COMPASSVALE WALK 225A', 'lease_commence_date', '1999', 'ntransactions', 26)
('adress', 'COMPASSVALE WALK 225B', 'lease_commence_date', '1999', 'ntransactions', 19)
('adress', 'COMPASSVALE WALK 225C', 'lease_commence_date', '1999', 'ntransactions', 36)
('adress', 'COMPASSVALE WALK 226A', 'lease_commence_date', '1999', 'ntransactions', 59)
('adress', 'COMPASSVALE WALK 226B', 'lease_commence_date', '1999', 'ntransactions', 32)
('adress', 'COMPASSVALE WALK 226C', 'lease_commence_date', '1999', 'ntransactions', 25)
('adress', 'COMPASSVALE WALK 228A', 'lease_commence_date', '2000', 'ntransactions', 21)
('adress', 'COMPASSVALE WALK 228B', 'lease_commence_date', '1999', 'ntransactions', 43)
('adress', 'COMPASSVALE WALK 228C', 'lease_commence_date', '2000', 'ntransactions', 28)
('adress', 'COMPASSVALE WALK 229', 'lease_commence_date', '1999', 'ntransactions', 31)
('adress', 'COMPASSVALE WALK 230', 'lease_commence_date', '1999', 'ntransactions', 65)
('adress', 'COMPASSVALE WALK 231', 'lease_commence_date', '1999', 'ntransactions', 51)
('adress', 'COMPASSVALE WALK 232', 'lease_commence_date', '1999', 'ntransactions', 59)
('adress', 'COMPASSVALE WALK 233', 'lease_commence_date', '1999', 'ntransactions', 32)
('adress', 'COMPASSVALE WALK 234', 'lease_commence_date', '1999', 'ntransactions', 42)
('adress', 'COMPASSVALE WALK 235', 'lease_commence_date', '1999', 'ntransactions', 28)
('adress', 'COMPASSVALE WALK 236', 'lease_commence_date', '1999', 'ntransactions', 55)
('adress', 'COMPASSVALE WALK 237', 'lease_commence_date', '1999', 'ntransactions', 34)
('adress', 'COMPASSVALE WALK 238', 'lease_commence_date', '1999', 'ntransactions', 56)
('adress', 'COMPASSVALE WALK 239', 'lease_commence_date', '1999', 'ntransactions', 50)
('adress', 'COMPASSVALE WALK 240', 'lease_commence_date', '1999', 'ntransactions', 32)
('adress', 'COMPASSVALE WALK 241', 'lease_commence_date', '1999', 'ntransactions', 34)
('adress', 'CORPORATION DR 349', 'lease_commence_date', '1997', 'ntransactions', 50)
('adress', 'CORPORATION DR 350', 'lease_commence_date', '1997', 'ntransactions', 29)
('adress', 'CORPORATION DR 351', 'lease_commence_date', '1997', 'ntransactions', 52)
('adress', 'CORPORATION DR 365', 'lease_commence_date', '1997', 'ntransactions', 49)
('adress', 'CORPORATION DR 366', 'lease_commence_date', '1997', 'ntransactions', 62)
('adress', 'CORPORATION DR 367', 'lease_commence_date', '1997', 'ntransactions', 50)
('adress', 'CORPORATION DR 368', 'lease_commence_date', '1997', 'ntransactions', 58)
('adress', 'CRAWFORD LANE 461', 'lease_commence_date', '1981', 'ntransactions', 45)
('adress', 'CRAWFORD LANE 462', 'lease_commence_date', '1981', 'ntransactions', 81)
('adress', 'CRAWFORD LANE 463', 'lease_commence_date', '1982', 'ntransactions', 56)
('adress', 'CRAWFORD LANE 466', 'lease_commence_date', '1982', 'ntransactions', 22)
('adress', 'DAKOTA CRES 58', 'lease_commence_date', '1984', 'ntransactions', 51)
('adress', 'DAKOTA CRES 60', 'lease_commence_date', '1983', 'ntransactions', 81)
('adress', 'DAKOTA CRES 62', 'lease_commence_date', '1984', 'ntransactions', 28)
('adress', 'DELTA AVE 1', 'lease_commence_date', '1983', 'ntransactions', 42)
('adress', 'DELTA AVE 2', 'lease_commence_date', '1985', 'ntransactions', 27)
('adress', 'DELTA AVE 3', 'lease_commence_date', '1985', 'ntransactions', 42)
('adress', 'DELTA AVE 4', 'lease_commence_date', '1985', 'ntransactions', 33)
('adress', 'DELTA AVE 5', 'lease_commence_date', '1985', 'ntransactions', 48)
('adress', 'DEPOT RD 103A', 'lease_commence_date', '2002', 'ntransactions', 45)
('adress', 'DEPOT RD 103B', 'lease_commence_date', '2002', 'ntransactions', 25)
('adress', 'DEPOT RD 104A', 'lease_commence_date', '2000', 'ntransactions', 48)
('adress', 'DEPOT RD 104B', 'lease_commence_date', '2000', 'ntransactions', 31)
('adress', 'DEPOT RD 106A', 'lease_commence_date', '2000', 'ntransactions', 42)
('adress', 'DEPOT RD 106B', 'lease_commence_date', '2000', 'ntransactions', 24)
('adress', 'DEPOT RD 109A', 'lease_commence_date', '2006', 'ntransactions', 15)
('adress', 'DEPOT RD 109B', 'lease_commence_date', '2006', 'ntransactions', 22)
('adress', 'DEPOT RD 111A', 'lease_commence_date', '2006', 'ntransactions', 24)
('adress', 'DEPOT RD 111B', 'lease_commence_date', '2006', 'ntransactions', 19)
('adress', 'DEPOT RD 112A', 'lease_commence_date', '2006', 'ntransactions', 16)
('adress', 'DEPOT RD 112B', 'lease_commence_date', '2006', 'ntransactions', 20)
('adress', 'DEPOT RD 113', 'lease_commence_date', '1976', 'ntransactions', 37)
('adress', 'DEPOT RD 114', 'lease_commence_date', '1976', 'ntransactions', 52)
('adress', 'DORSET RD 48', 'lease_commence_date', '1976', 'ntransactions', 15)
('adress', 'DORSET RD 48A', 'lease_commence_date', '1976', 'ntransactions', 27)
('adress', 'DORSET RD 49', 'lease_commence_date', '1979', 'ntransactions', 39)
('adress', 'DORSET RD 50', 'lease_commence_date', '1979', 'ntransactions', 81)
('adress', 'DOVER CL EAST 12', 'lease_commence_date', '1978', 'ntransactions', 43)
('adress', 'DOVER CL EAST 13', 'lease_commence_date', '1978', 'ntransactions', 56)
('adress', 'DOVER CL EAST 14', 'lease_commence_date', '1978', 'ntransactions', 40)
('adress', 'DOVER CRES 17', 'lease_commence_date', '2003', 'ntransactions', 37)
('adress', 'DOVER CRES 18', 'lease_commence_date', '2003', 'ntransactions', 46)
('adress', 'DOVER CRES 19', 'lease_commence_date', '2003', 'ntransactions', 42)
('adress', 'DOVER CRES 20', 'lease_commence_date', '1978', 'ntransactions', 98)
('adress', 'DOVER CRES 21', 'lease_commence_date', '1976', 'ntransactions', 103)
('adress', 'DOVER CRES 22', 'lease_commence_date', '1993', 'ntransactions', 25)
('adress', 'DOVER CRES 23', 'lease_commence_date', '1976', 'ntransactions', 47)
('adress', 'DOVER CRES 26', 'lease_commence_date', '1978', 'ntransactions', 38)
('adress', 'DOVER CRES 27', 'lease_commence_date', '1976', 'ntransactions', 42)
('adress', 'DOVER CRES 28A', 'lease_commence_date', '2012', 'ntransactions', 15)
('adress', 'DOVER CRES 28B', 'lease_commence_date', '2012', 'ntransactions', 21)
('adress', 'DOVER CRES 28C', 'lease_commence_date', '2012', 'ntransactions', 11)
('adress', 'DOVER CRES 28D', 'lease_commence_date', '2012', 'ntransactions', 7)
('adress', 'DOVER CRES 5', 'lease_commence_date', '1979', 'ntransactions', 97)
('adress', 'DOVER RD 1', 'lease_commence_date', '1975', 'ntransactions', 77)
('adress', 'DOVER RD 2', 'lease_commence_date', '1975', 'ntransactions', 81)
('adress', 'DOVER RD 3', 'lease_commence_date', '1975', 'ntransactions', 71)
('adress', 'DOVER RD 31', 'lease_commence_date', '1978', 'ntransactions', 22)
('adress', 'DOVER RD 35', 'lease_commence_date', '1978', 'ntransactions', 26)
('adress', 'DOVER RD 36', 'lease_commence_date', '1978', 'ntransactions', 11)
('adress', 'DOVER RD 38', 'lease_commence_date', '1978', 'ntransactions', 36)
('adress', 'EAST COAST RD 1', 'lease_commence_date', '1970', 'ntransactions', 16)
('adress', 'EAST COAST RD 2', 'lease_commence_date', '1970', 'ntransactions', 16)
('adress', 'EAST COAST RD 3', 'lease_commence_date', '1970', 'ntransactions', 13)
('adress', 'EDGEDALE PLAINS 109A', 'lease_commence_date', '2003', 'ntransactions', 40)
('adress', 'EDGEDALE PLAINS 109B', 'lease_commence_date', '2003', 'ntransactions', 29)
('adress', 'EDGEDALE PLAINS 109C', 'lease_commence_date', '2003', 'ntransactions', 30)
('adress', 'EDGEDALE PLAINS 109D', 'lease_commence_date', '2003', 'ntransactions', 19)
('adress', 'EDGEDALE PLAINS 126A', 'lease_commence_date', '2003', 'ntransactions', 62)
('adress', 'EDGEDALE PLAINS 126B', 'lease_commence_date', '2003', 'ntransactions', 39)
('adress', 'EDGEDALE PLAINS 126C', 'lease_commence_date', '2003', 'ntransactions', 76)
('adress', 'EDGEDALE PLAINS 126D', 'lease_commence_date', '2003', 'ntransactions', 30)
('adress', 'EDGEDALE PLAINS 130', 'lease_commence_date', '2003', 'ntransactions', 54)
('adress', 'EDGEDALE PLAINS 132', 'lease_commence_date', '2003', 'ntransactions', 72)
('adress', 'EDGEDALE PLAINS 133', 'lease_commence_date', '2003', 'ntransactions', 64)
('adress', 'EDGEDALE PLAINS 134', 'lease_commence_date', '2003', 'ntransactions', 71)
('adress', 'EDGEDALE PLAINS 135', 'lease_commence_date', '2003', 'ntransactions', 91)
('adress', 'EDGEDALE PLAINS 138', 'lease_commence_date', '2003', 'ntransactions', 76)
('adress', 'EDGEDALE PLAINS 171A', 'lease_commence_date', '2004', 'ntransactions', 43)
('adress', 'EDGEDALE PLAINS 171B', 'lease_commence_date', '2004', 'ntransactions', 26)
('adress', 'EDGEDALE PLAINS 171C', 'lease_commence_date', '2004', 'ntransactions', 45)
('adress', 'EDGEDALE PLAINS 172A', 'lease_commence_date', '2004', 'ntransactions', 41)
('adress', 'EDGEDALE PLAINS 172B', 'lease_commence_date', '2004', 'ntransactions', 36)
('adress', 'EDGEDALE PLAINS 172C', 'lease_commence_date', '2004', 'ntransactions', 33)
('adress', 'EDGEDALE PLAINS 174A', 'lease_commence_date', '2003', 'ntransactions', 33)
('adress', 'EDGEDALE PLAINS 174B', 'lease_commence_date', '2003', 'ntransactions', 25)
('adress', 'EDGEDALE PLAINS 174C', 'lease_commence_date', '2004', 'ntransactions', 17)
('adress', 'EDGEDALE PLAINS 174D', 'lease_commence_date', '2004', 'ntransactions', 31)
('adress', 'EDGEFIELD PLAINS 103A', 'lease_commence_date', '2003', 'ntransactions', 30)
('adress', 'EDGEFIELD PLAINS 103B', 'lease_commence_date', '2003', 'ntransactions', 37)
